"gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"712" "in" "love" "with" 4 19 13
"713" "in" "the" "car" 4 6 6
"714" "in" "the" "face" 4 9 6
"715" "in" "the" "kitchen" 4 7 4
"716" "in" "the" "midst" 4 6 2
"717" "in" "the" "right" 4 6 2
"718" "in" "the" "year" 4 4 2
"719" "is" "a" "bit" 4 12 2
"720" "is" "at" "the" 4 4 4
"721" "is" "base" "on" 4 5 2
"722" "is" "go" "on" 4 7 4
"723" "is" "the" "best" 4 7 31
"724" "is" "the" "most" 4 10 10
"725" "is" "to" "be" 4 4 5
"726" "it" "is" "to" 4 4 6
"727" "it" "might" "be" 4 8 5
"728" "it" "not" "a" 4 9 5
"729" "it" "take" "to" 4 2 5
"730" "it" "time" "for" 4 7 14
"731" "it" "time" "to" 4 18 20
"732" "it" "was" "onli" 4 4 2
"733" "it" "will" "take" 4 3 3
"734" "just" "a" "few" 4 17 5
"735" "just" "in" "time" 4 5 3
"736" "kind" "of" "like" 4 2 2
"737" "learn" "how" "to" 4 18 8
"738" "let" "me" "know" 4 9 54
"739" "littl" "bit" "more" 4 3 2
"740" "littl" "bit" "of" 4 16 2
"741" "make" "it" "a" 4 9 7
"742" "may" "be" "a" 4 3 3
"743" "may" "be" "the" 4 7 3
"744" "may" "or" "may" 4 6 2
"745" "me" "on" "the" 4 4 2
"746" "me" "to" "the" 4 5 3
"747" "more" "about" "the" 4 6 3
"748" "more" "and" "more" 4 13 2
"749" "most" "of" "them" 4 4 2
"750" "move" "into" "the" 4 4 2
"751" "move" "on" "to" 4 7 4
"752" "must" "be" "a" 4 3 3
"753" "need" "to" "have" 4 4 3
"754" "need" "to" "make" 4 4 9
"755" "need" "to" "take" 4 3 6
"756" "no" "one" "is" 4 2 5
"757" "not" "have" "a" 4 5 7
"758" "of" "be" "a" 4 4 3
"759" "of" "cours" "it" 4 9 2
"760" "of" "the" "compani" 4 2 2
"761" "of" "the" "day" 4 16 33
"762" "of" "the" "film" 4 9 2
"763" "of" "the" "night" 4 6 11
"764" "of" "the" "peopl" 4 16 2
"765" "of" "the" "time" 4 11 6
"766" "of" "them" "are" 4 3 2
"767" "on" "it" "own" 4 3 2
"768" "on" "the" "board" 4 2 3
"769" "on" "the" "same" 4 6 4
"770" "on" "the" "street" 4 6 5
"771" "or" "may" "not" 4 6 2
"772" "out" "for" "the" 4 6 3
"773" "out" "of" "his" 4 6 5
"774" "over" "the" "weekend" 4 4 5
"775" "peopl" "who" "are" 4 10 2
"776" "pick" "up" "the" 4 7 5
"777" "readi" "to" "go" 4 3 12
"778" "seem" "like" "a" 4 7 6
"779" "show" "at" "the" 4 4 3
"780" "sit" "in" "the" 4 10 5
"781" "so" "you" "can" 4 8 6
"782" "some" "kind" "of" 4 13 5
"783" "some" "of" "them" 4 7 2
"784" "some" "of" "those" 4 4 3
"785" "sound" "like" "a" 4 5 13
"786" "state" "of" "the" 4 4 2
"787" "stay" "on" "the" 4 2 3
"788" "suppos" "to" "be" 4 12 8
"789" "take" "advantag" "of" 4 7 6
"790" "that" "has" "been" 4 10 4
"791" "that" "he" "has" 4 3 3
"792" "that" "i" "can" 4 17 5
"793" "that" "i" "have" 4 26 12
"794" "that" "is" "the" 4 10 9
"795" "that" "there" "is" 4 18 5
"796" "that" "they" "can" 4 3 2
"797" "that" "you" "can" 4 13 2
"798" "the" "age" "of" 4 5 2
"799" "the" "best" "of" 4 10 11
"800" "the" "day" "of" 4 13 3
"801" "the" "heart" "of" 4 7 3
"802" "the" "import" "of" 4 6 4
"803" "the" "lack" "of" 4 17 5
"804" "the" "last" "few" 4 10 3
"805" "the" "midst" "of" 4 6 2
"806" "the" "next" "day" 4 8 5
"807" "the" "onli" "reason" 4 5 2
"808" "the" "onli" "way" 4 4 5
"809" "the" "point" "of" 4 8 4
"810" "the" "spirit" "of" 4 6 3
"811" "the" "time" "it" 4 4 2
"812" "them" "for" "a" 4 2 2
"813" "there" "a" "lot" 4 2 2
"814" "there" "are" "a" 4 11 6
"815" "there" "are" "some" 4 10 2
"816" "they" "can" "be" 4 2 2
"817" "they" "had" "a" 4 2 3
"818" "they" "have" "to" 4 3 7
"819" "thing" "that" "i" 4 10 2
"820" "think" "it" "was" 4 7 7
"821" "those" "who" "are" 4 6 2
"822" "time" "for" "a" 4 5 9
"823" "time" "for" "the" 4 7 8
"824" "to" "be" "at" 4 3 7
"825" "to" "be" "honest" 4 9 3
"826" "to" "be" "on" 4 5 6
"827" "to" "becom" "the" 4 3 2
"828" "to" "come" "out" 4 2 6
"829" "to" "do" "more" 4 3 2
"830" "to" "do" "someth" 4 8 5
"831" "to" "get" "rid" 4 3 2
"832" "to" "get" "to" 4 15 13
"833" "to" "give" "the" 4 4 2
"834" "to" "go" "with" 4 8 5
"835" "to" "hang" "out" 4 2 4
"836" "to" "have" "an" 4 4 2
"837" "to" "live" "in" 4 5 3
"838" "to" "make" "that" 4 3 3
"839" "to" "me" "that" 4 9 2
"840" "to" "say" "that" 4 18 3
"841" "to" "start" "the" 4 2 5
"842" "to" "stay" "in" 4 4 5
"843" "to" "take" "a" 4 13 15
"844" "to" "the" "front" 4 2 3
"845" "to" "win" "a" 4 4 10
"846" "tri" "to" "be" 4 7 11
"847" "trip" "to" "the" 4 6 2
"848" "up" "and" "down" 4 6 3
"849" "up" "on" "the" 4 11 13
"850" "want" "to" "see" 4 12 24
"851" "was" "a" "great" 4 6 9
"852" "was" "suppos" "to" 4 7 2
"853" "we" "all" "know" 4 9 3
"854" "we" "dont" "have" 4 5 4
"855" "were" "look" "for" 4 2 4
"856" "what" "he" "want" 4 5 2
"857" "what" "it" "is" 4 6 8
"858" "when" "i" "was" 4 44 15
"859" "which" "is" "whi" 4 6 2
"860" "work" "in" "the" 4 3 3
"861" "you" "dont" "have" 4 9 11
"862" "you" "want" "your" 4 2 2
"863" "a" "bowl" "of" 3 2 3
"864" "a" "few" "month" 3 9 2
"865" "a" "few" "peopl" 3 2 4
"866" "a" "good" "job" 3 4 2
"867" "a" "good" "one" 3 3 12
"868" "a" "good" "time" 3 6 14
"869" "a" "hard" "time" 3 2 5
"870" "a" "lot" "better" 3 2 3
"871" "a" "realli" "good" 3 4 12
"872" "a" "veri" "good" 3 2 3
"873" "a" "whole" "lot" 3 4 3
"874" "a" "year" "and" 3 2 2
"875" "abl" "to" "get" 3 6 3
"876" "all" "day" "long" 3 2 4
"877" "all" "kind" "of" 3 5 3
"878" "and" "a" "lot" 3 6 2
"879" "and" "how" "to" 3 2 3
"880" "and" "i" "had" 3 19 5
"881" "and" "i" "love" 3 7 16
"882" "and" "i" "said" 3 2 2
"883" "and" "i" "think" 3 11 7
"884" "and" "i" "want" 3 13 2
"885" "and" "i" "was" 3 21 10
"886" "and" "it" "a" 3 5 2
"887" "and" "it" "will" 3 8 4
"888" "and" "mani" "other" 3 6 2
"889" "and" "of" "cours" 3 26 6
"890" "and" "on" "the" 3 3 2
"891" "and" "the" "next" 3 2 2
"892" "and" "then" "you" 3 3 2
"893" "and" "there" "is" 3 4 4
"894" "and" "tri" "to" 3 18 2
"895" "and" "we" "have" 3 3 7
"896" "and" "we" "will" 3 3 9
"897" "and" "you" "know" 3 7 4
"898" "appear" "to" "have" 3 6 2
"899" "are" "lot" "of" 3 4 2
"900" "are" "so" "mani" 3 5 4
"901" "are" "the" "most" 3 4 2
"902" "as" "a" "kid" 3 2 2
"903" "as" "a" "way" 3 3 3
"904" "as" "they" "are" 3 7 2
"905" "ask" "for" "a" 3 3 3
"906" "ask" "you" "to" 3 4 2
"907" "at" "the" "last" 3 2 2
"908" "at" "the" "moment" 3 14 10
"909" "at" "the" "nation" 3 2 2
"910" "back" "on" "the" 3 5 2
"911" "back" "to" "work" 3 2 6
"912" "be" "a" "great" 3 3 20
"913" "be" "a" "littl" 3 6 7
"914" "be" "a" "lot" 3 5 3
"915" "be" "a" "veri" 3 2 4
"916" "be" "in" "the" 3 16 14
"917" "becaus" "they" "are" 3 10 4
"918" "big" "fan" "of" 3 6 4
"919" "bring" "out" "the" 3 3 2
"920" "but" "im" "not" 3 4 9
"921" "but" "in" "the" 3 11 2
"922" "but" "it" "a" 3 5 7
"923" "but" "this" "is" 3 6 2
"924" "came" "out" "of" 3 4 2
"925" "can" "be" "a" 3 6 5
"926" "check" "out" "the" 3 5 22
"927" "come" "down" "to" 3 2 3
"928" "come" "to" "a" 3 8 4
"929" "coupl" "of" "week" 3 15 2
"930" "did" "not" "know" 3 2 4
"931" "do" "the" "same" 3 5 7
"932" "do" "with" "the" 3 7 2
"933" "doe" "not" "have" 3 5 6
"934" "dont" "know" "how" 3 9 13
"935" "dont" "know" "if" 3 8 11
"936" "dont" "need" "to" 3 7 8
"937" "down" "to" "the" 3 11 5
"938" "even" "if" "you" 3 13 4
"939" "fan" "of" "the" 3 7 5
"940" "feel" "good" "to" 3 2 3
"941" "figur" "out" "how" 3 8 4
"942" "for" "at" "least" 3 6 3
"943" "for" "the" "better" 3 2 5
"944" "for" "the" "whole" 3 2 2
"945" "friend" "and" "famili" 3 5 4
"946" "get" "a" "lot" 3 3 5
"947" "get" "caught" "up" 3 2 3
"948" "get" "down" "to" 3 3 3
"949" "get" "readi" "for" 3 2 18
"950" "give" "them" "a" 3 2 2
"951" "go" "to" "make" 3 7 2
"952" "go" "to" "start" 3 3 3
"953" "had" "a" "chanc" 3 3 5
"954" "had" "a" "good" 3 8 8
"955" "had" "never" "been" 3 2 2
"956" "hang" "out" "with" 3 2 10
"957" "happi" "to" "have" 3 2 3
"958" "has" "been" "so" 3 2 5
"959" "has" "been" "the" 3 4 2
"960" "have" "a" "littl" 3 4 2
"961" "have" "a" "lot" 3 7 5
"962" "have" "to" "get" 3 4 8
"963" "have" "to" "have" 3 4 2
"964" "have" "to" "pay" 3 3 2
"965" "he" "has" "to" 3 5 2
"966" "he" "look" "like" 3 2 4
"967" "he" "need" "to" 3 7 2
"968" "he" "will" "be" 3 4 2
"969" "high" "school" "and" 3 6 2
"970" "him" "in" "the" 3 9 2
"971" "his" "way" "to" 3 2 2
"972" "how" "it" "work" 3 2 2
"973" "how" "mani" "peopl" 3 3 2
"974" "i" "can" "tell" 3 5 8
"975" "i" "didnt" "know" 3 2 11
"976" "i" "dont" "even" 3 5 17
"977" "i" "have" "not" 3 12 5
"978" "i" "know" "i" 3 16 29
"979" "i" "know" "it" 3 14 16
"980" "i" "know" "that" 3 26 6
"981" "i" "see" "a" 3 2 5
"982" "i" "was" "go" 3 18 10
"983" "i" "was" "just" 3 6 8
"984" "i" "went" "to" 3 21 14
"985" "i" "would" "have" 3 33 10
"986" "i" "would" "say" 3 7 2
"987" "id" "like" "to" 3 11 9
"988" "if" "i" "had" 3 14 12
"989" "if" "it" "was" 3 4 8
"990" "if" "they" "were" 3 3 6
"991" "if" "you" "get" 3 3 5
"992" "im" "pretti" "sure" 3 8 10
"993" "in" "a" "car" 3 2 2
"994" "in" "a" "coupl" 3 7 2
"995" "in" "a" "few" 3 8 13
"996" "in" "a" "veri" 3 8 4
"997" "in" "all" "of" 3 3 2
"998" "in" "and" "out" 3 13 5
"999" "in" "my" "life" 3 20 29
"1000" "in" "on" "the" 3 2 3
"1001" "in" "the" "book" 3 5 2
"1002" "in" "the" "form" 3 6 2
"1003" "in" "the" "near" 3 4 5
"1004" "in" "the" "park" 3 3 4
"1005" "in" "the" "street" 3 3 3
"1006" "in" "the" "sun" 3 3 4
"1007" "in" "with" "the" 3 2 2
"1008" "instead" "of" "the" 3 6 3
"1009" "is" "a" "big" 3 5 6
"1010" "is" "about" "to" 3 3 8
"1011" "is" "for" "the" 3 4 3
"1012" "is" "hard" "to" 3 4 3
"1013" "is" "not" "to" 3 2 3
"1014" "is" "the" "last" 3 3 3
"1015" "is" "whi" "i" 3 6 6
"1016" "it" "a" "great" 3 8 11
"1017" "it" "a" "littl" 3 7 3
"1018" "it" "but" "it" 3 3 6
"1019" "it" "can" "be" 3 14 7
"1020" "it" "feel" "good" 3 3 2
"1021" "it" "has" "a" 3 5 3
"1022" "it" "in" "the" 3 15 10
"1023" "it" "is" "import" 3 4 3
"1024" "it" "may" "be" 3 10 3
"1025" "it" "on" "the" 3 7 5
"1026" "it" "one" "of" 3 5 2
"1027" "it" "should" "be" 3 8 10
"1028" "it" "up" "and" 3 5 2
"1029" "it" "was" "not" 3 6 4
"1030" "it" "was" "time" 3 6 2
"1031" "just" "go" "to" 3 4 3
"1032" "just" "like" "the" 3 2 7
"1033" "kind" "of" "a" 3 6 3
"1034" "kind" "of" "thing" 3 11 2
"1035" "know" "what" "happen" 3 2 2
"1036" "know" "what" "the" 3 5 4
"1037" "let" "you" "know" 3 3 14
"1038" "like" "this" "i" 3 2 3
"1039" "like" "to" "get" 3 2 3
"1040" "listen" "to" "the" 3 10 15
"1041" "look" "out" "for" 3 6 4
"1042" "make" "it" "out" 3 2 2
"1043" "make" "me" "feel" 3 10 14
"1044" "most" "of" "us" 3 9 3
"1045" "much" "as" "i" 3 8 2
"1046" "much" "of" "a" 3 5 2
"1047" "my" "best" "friend" 3 6 7
"1048" "name" "of" "the" 3 7 5
"1049" "need" "to" "get" 3 7 31
"1050" "never" "want" "to" 3 2 3
"1051" "new" "year" "eve" 3 2 7
"1052" "no" "one" "has" 3 6 6
"1053" "not" "be" "the" 3 4 2
"1054" "not" "tri" "to" 3 2 6
"1055" "now" "that" "the" 3 6 3
"1056" "of" "a" "new" 3 6 4
"1057" "of" "all" "time" 3 4 7
"1058" "of" "high" "school" 3 6 2
"1059" "of" "the" "line" 3 2 3
"1060" "of" "the" "mani" 3 3 2
"1061" "of" "the" "show" 3 2 3
"1062" "on" "one" "of" 3 7 2
"1063" "one" "of" "these" 3 13 6
"1064" "one" "or" "two" 3 7 2
"1065" "onli" "one" "who" 3 4 8
"1066" "onli" "thing" "that" 3 3 2
"1067" "out" "of" "this" 3 7 5
"1068" "out" "there" "and" 3 6 3
"1069" "peopl" "in" "the" 3 10 10
"1070" "point" "of" "view" 3 2 2
"1071" "portion" "of" "the" 3 2 2
"1072" "refer" "to" "the" 3 10 2
"1073" "relat" "to" "the" 3 8 2
"1074" "right" "now" "i" 3 7 8
"1075" "see" "how" "they" 3 2 2
"1076" "set" "up" "for" 3 3 3
"1077" "she" "want" "to" 3 8 4
"1078" "she" "was" "the" 3 4 2
"1079" "sign" "up" "to" 3 3 2
"1080" "so" "much" "that" 3 4 2
"1081" "start" "on" "the" 3 3 2
"1082" "start" "with" "the" 3 7 2
"1083" "take" "a" "look" 3 6 2
"1084" "take" "on" "the" 3 3 2
"1085" "take" "the" "time" 3 7 3
"1086" "talk" "about" "a" 3 3 2
"1087" "talk" "about" "her" 3 3 2
"1088" "talk" "about" "how" 3 5 3
"1089" "talk" "to" "me" 3 4 9
"1090" "thank" "you" "for" 3 16 86
"1091" "that" "a" "lot" 3 5 7
"1092" "that" "i" "had" 3 16 6
"1093" "that" "in" "a" 3 4 2
"1094" "that" "is" "whi" 3 6 2
"1095" "that" "look" "like" 3 4 2
"1096" "that" "most" "of" 3 5 2
"1097" "that" "we" "dont" 3 5 2
"1098" "the" "answer" "is" 3 3 2
"1099" "the" "concept" "of" 3 6 2
"1100" "the" "form" "of" 3 9 2
"1101" "the" "game" "is" 3 2 3
"1102" "the" "goal" "of" 3 7 2
"1103" "the" "list" "of" 3 3 2
"1104" "the" "live" "room" 3 8 2
"1105" "the" "most" "part" 3 2 4
"1106" "the" "near" "futur" 3 3 6
"1107" "the" "need" "for" 3 3 3
"1108" "the" "other" "side" 3 16 5
"1109" "the" "past" "year" 3 3 6
"1110" "the" "result" "of" 3 7 2
"1111" "the" "road" "to" 3 5 2
"1112" "the" "street" "of" 3 3 2
"1113" "the" "way" "i" 3 8 3
"1114" "the" "world" "and" 3 11 4
"1115" "there" "are" "lot" 3 4 3
"1116" "there" "are" "so" 3 5 4
"1117" "there" "are" "two" 3 9 3
"1118" "there" "has" "been" 3 9 2
"1119" "they" "dont" "have" 3 4 6
"1120" "they" "will" "be" 3 5 9
"1121" "think" "this" "is" 3 6 2
"1122" "this" "is" "an" 3 7 3
"1123" "this" "is" "go" 3 5 3
"1124" "this" "is" "what" 3 9 4
"1125" "this" "was" "a" 3 11 2
"1126" "this" "week" "and" 3 2 4
"1127" "this" "week" "the" 3 4 2
"1128" "those" "who" "have" 3 3 2
"1129" "thought" "it" "was" 3 10 15
"1130" "time" "in" "a" 3 3 3
"1131" "time" "of" "year" 3 3 5
"1132" "to" "all" "the" 3 4 20
"1133" "to" "ask" "for" 3 4 2
"1134" "to" "be" "back" 3 2 5
"1135" "to" "be" "done" 3 5 8
"1136" "to" "believ" "that" 3 7 2
"1137" "to" "chang" "the" 3 4 4
"1138" "to" "come" "back" 3 6 3
"1139" "to" "creat" "the" 3 3 2
"1140" "to" "do" "a" 3 17 10
"1141" "to" "do" "anyth" 3 2 3
"1142" "to" "do" "is" 3 9 8
"1143" "to" "figur" "out" 3 18 11
"1144" "to" "find" "the" 3 12 5
"1145" "to" "get" "an" 3 2 3
"1146" "to" "get" "them" 3 2 2
"1147" "to" "go" "in" 3 5 2
"1148" "to" "keep" "up" 3 10 2
"1149" "to" "leav" "the" 3 3 2
"1150" "to" "make" "this" 3 9 3
"1151" "to" "say" "about" 3 2 4
"1152" "to" "see" "that" 3 3 5
"1153" "to" "see" "what" 3 20 12
"1154" "to" "set" "up" 3 4 2
"1155" "to" "spend" "the" 3 3 2
"1156" "to" "take" "it" 3 8 2
"1157" "to" "talk" "to" 3 5 22
"1158" "to" "the" "same" 3 7 3
"1159" "to" "the" "store" 3 3 3
"1160" "up" "to" "a" 3 5 3
"1161" "use" "it" "to" 3 2 2
"1162" "use" "to" "be" 3 13 13
"1163" "want" "to" "tri" 3 3 4
"1164" "want" "to" "win" 3 2 11
"1165" "way" "to" "make" 3 5 2
"1166" "we" "are" "a" 3 2 2
"1167" "we" "can" "do" 3 2 8
"1168" "we" "should" "have" 3 2 2
"1169" "we" "will" "be" 3 4 27
"1170" "were" "in" "a" 3 5 2
"1171" "were" "talk" "about" 3 2 6
"1172" "what" "happen" "to" 3 6 9
"1173" "what" "i" "did" 3 6 5
"1174" "what" "the" "heck" 3 3 4
"1175" "what" "they" "want" 3 3 4
"1176" "what" "to" "do" 3 11 14
"1177" "what" "we" "do" 3 3 8
"1178" "when" "i" "get" 3 5 15
"1179" "where" "do" "you" 3 3 4
"1180" "whether" "or" "not" 3 10 3
"1181" "who" "is" "the" 3 2 3
"1182" "will" "alway" "be" 3 13 4
"1183" "will" "be" "for" 3 2 2
"1184" "will" "be" "open" 3 4 4
"1185" "with" "each" "other" 3 8 2
"1186" "work" "at" "a" 3 2 2
"1187" "work" "on" "it" 3 5 5
"1188" "work" "to" "be" 3 2 4
"1189" "you" "and" "your" 3 5 19
"1190" "you" "are" "a" 3 11 12
"1191" "you" "can" "do" 3 7 9
"1192" "you" "decid" "to" 3 4 2
"1193" "you" "dont" "know" 3 5 5
"1194" "you" "like" "to" 3 4 10
"1195" "you" "may" "not" 3 4 2
"1196" "a" "big" "fan" 2 4 6
"1197" "a" "collect" "of" 2 5 2
"1198" "a" "cup" "of" 2 9 3
"1199" "a" "glass" "of" 2 2 8
"1200" "a" "glimps" "of" 2 4 2
"1201" "a" "good" "thing" 2 8 5
"1202" "a" "minut" "to" 2 3 2
"1203" "a" "sign" "of" 2 3 2
"1204" "a" "ton" "of" 2 6 5
"1205" "a" "way" "of" 2 5 6
"1206" "a" "whole" "new" 2 9 2
"1207" "about" "the" "fact" 2 2 2
"1208" "about" "what" "is" 2 2 2
"1209" "advantag" "of" "the" 2 5 2
"1210" "ahead" "of" "the" 2 2 2
"1211" "alway" "want" "to" 2 4 6
"1212" "am" "go" "to" 2 12 13
"1213" "an" "excus" "to" 2 2 2
"1214" "and" "get" "to" 2 6 2
"1215" "and" "her" "husband" 2 3 2
"1216" "and" "i" "am" 2 26 9
"1217" "and" "i" "would" 2 7 2
"1218" "and" "im" "not" 2 3 6
"1219" "and" "live" "in" 2 2 2
"1220" "and" "no" "one" 2 5 4
"1221" "and" "start" "to" 2 2 2
"1222" "and" "talk" "about" 2 5 2
"1223" "and" "to" "the" 2 7 2
"1224" "and" "watch" "the" 2 4 6
"1225" "ani" "of" "them" 2 2 2
"1226" "are" "in" "the" 2 10 5
"1227" "are" "not" "go" 2 2 2
"1228" "are" "some" "of" 2 3 3
"1229" "around" "the" "corner" 2 5 4
"1230" "as" "a" "whole" 2 5 4
"1231" "as" "i" "can" 2 8 3
"1232" "as" "she" "was" 2 5 2
"1233" "as" "we" "know" 2 3 2
"1234" "ask" "me" "to" 2 9 5
"1235" "at" "least" "the" 2 4 3
"1236" "at" "the" "age" 2 2 2
"1237" "at" "the" "door" 2 3 2
"1238" "at" "the" "hospit" 2 3 3
"1239" "at" "the" "tabl" 2 4 4
"1240" "base" "on" "what" 2 4 4
"1241" "be" "a" "big" 2 2 2
"1242" "be" "allow" "to" 2 6 3
"1243" "becaus" "it" "a" 2 4 2
"1244" "becaus" "of" "it" 2 5 2
"1245" "becaus" "you" "have" 2 2 2
"1246" "been" "a" "long" 2 3 2
"1247" "better" "than" "the" 2 2 7
"1248" "but" "i" "cant" 2 5 8
"1249" "but" "i" "do" 2 8 8
"1250" "but" "i" "just" 2 7 6
"1251" "but" "i" "know" 2 5 6
"1252" "but" "i" "love" 2 8 9
"1253" "but" "i" "was" 2 9 4
"1254" "but" "instead" "of" 2 2 2
"1255" "but" "it" "still" 2 3 4
"1256" "but" "there" "is" 2 9 3
"1257" "but" "when" "i" 2 5 2
"1258" "but" "when" "it" 2 4 2
"1259" "but" "you" "have" 2 2 3
"1260" "can" "be" "use" 2 4 2
"1261" "can" "chang" "the" 2 2 3
"1262" "can" "tell" "you" 2 2 4
"1263" "closer" "to" "the" 2 2 3
"1264" "come" "to" "an" 2 5 2
"1265" "come" "to" "me" 2 3 2
"1266" "come" "up" "to" 2 5 5
"1267" "continu" "to" "be" 2 9 3
"1268" "copi" "of" "the" 2 7 4
"1269" "creat" "a" "new" 2 3 2
"1270" "decid" "to" "take" 2 5 2
"1271" "descript" "of" "the" 2 2 2
"1272" "deserv" "to" "be" 2 3 2
"1273" "did" "a" "great" 2 3 2
"1274" "didnt" "have" "a" 2 6 2
"1275" "didnt" "have" "to" 2 7 3
"1276" "do" "it" "for" 2 3 7
"1277" "do" "what" "you" 2 3 13
"1278" "dont" "have" "an" 2 2 2
"1279" "dont" "have" "the" 2 6 6
"1280" "dont" "know" "the" 2 5 5
"1281" "down" "for" "a" 2 3 2
"1282" "due" "to" "a" 2 4 3
"1283" "due" "to" "the" 2 8 2
"1284" "end" "of" "this" 2 5 2
"1285" "even" "in" "the" 2 5 2
"1286" "everi" "one" "of" 2 3 4
"1287" "excit" "about" "the" 2 3 6
"1288" "feel" "like" "a" 2 2 8
"1289" "few" "year" "ago" 2 6 2
"1290" "first" "day" "of" 2 5 6
"1291" "for" "all" "of" 2 16 10
"1292" "for" "me" "to" 2 32 13
"1293" "for" "the" "day" 2 13 10
"1294" "for" "the" "good" 2 4 5
"1295" "for" "the" "week" 2 2 4
"1296" "for" "the" "world" 2 2 3
"1297" "forward" "to" "the" 2 4 12
"1298" "from" "all" "of" 2 2 3
"1299" "from" "the" "top" 2 3 2
"1300" "get" "enough" "of" 2 3 2
"1301" "get" "the" "best" 2 3 4
"1302" "get" "tire" "of" 2 3 5
"1303" "get" "to" "the" 2 12 6
"1304" "give" "us" "a" 2 4 10
"1305" "give" "you" "a" 2 6 8
"1306" "go" "ahead" "and" 2 2 4
"1307" "go" "for" "the" 2 4 3
"1308" "go" "on" "a" 2 3 5
"1309" "go" "to" "come" 2 3 2
"1310" "go" "to" "give" 2 6 2
"1311" "go" "with" "the" 2 5 3
"1312" "good" "to" "be" 2 3 3
"1313" "got" "to" "be" 2 6 3
"1314" "great" "place" "to" 2 3 3
"1315" "had" "a" "lot" 2 6 2
"1316" "had" "to" "go" 2 10 2
"1317" "happen" "to" "be" 2 4 3
"1318" "has" "the" "right" 2 3 2
"1319" "have" "been" "in" 2 2 2
"1320" "have" "lot" "of" 2 2 2
"1321" "have" "the" "same" 2 10 4
"1322" "have" "to" "take" 2 7 6
"1323" "have" "yet" "to" 2 2 4
"1324" "havent" "had" "a" 2 4 2
"1325" "he" "went" "to" 2 4 3
"1326" "he" "would" "be" 2 2 2
"1327" "him" "to" "the" 2 5 4
"1328" "hold" "on" "to" 2 6 2
"1329" "hope" "for" "the" 2 2 2
"1330" "how" "to" "do" 2 7 4
"1331" "how" "to" "get" 2 4 2
"1332" "how" "would" "you" 2 2 2
"1333" "i" "am" "a" 2 21 20
"1334" "i" "am" "not" 2 27 19
"1335" "i" "can" "go" 2 5 7
"1336" "i" "can" "say" 2 6 4
"1337" "i" "can" "take" 2 4 3
"1338" "i" "cant" "believ" 2 4 18
"1339" "i" "cant" "wait" 2 12 39
"1340" "i" "get" "to" 2 10 16
"1341" "i" "go" "to" 2 9 15
"1342" "i" "had" "no" 2 17 4
"1343" "i" "have" "had" 2 15 2
"1344" "i" "just" "dont" 2 6 9
"1345" "i" "need" "a" 2 5 41
"1346" "i" "realli" "like" 2 10 11
"1347" "i" "should" "be" 2 6 7
"1348" "i" "still" "have" 2 6 5
"1349" "i" "think" "hes" 2 4 4
"1350" "i" "think" "i" 2 25 42
"1351" "i" "think" "they" 2 3 7
"1352" "i" "thought" "i" 2 16 7
"1353" "i" "want" "the" 2 6 2
"1354" "i" "was" "at" 2 9 7
"1355" "i" "was" "born" 2 3 3
"1356" "i" "was" "on" 2 4 9
"1357" "i" "was" "the" 2 6 8
"1358" "i" "will" "alway" 2 2 4
"1359" "i" "will" "be" 2 31 35
"1360" "i" "will" "never" 2 8 4
"1361" "i" "would" "love" 2 8 10
"1362" "if" "i" "could" 2 7 9
"1363" "if" "i" "were" 2 9 6
"1364" "if" "we" "do" 2 3 2
"1365" "if" "we" "dont" 2 3 3
"1366" "if" "you" "cant" 2 2 14
"1367" "if" "you" "do" 2 12 8
"1368" "if" "you" "had" 2 4 5
"1369" "if" "you" "realli" 2 2 4
"1370" "if" "youd" "like" 2 4 4
"1371" "if" "your" "in" 2 2 4
"1372" "in" "a" "littl" 2 3 4
"1373" "in" "a" "long" 2 6 6
"1374" "in" "a" "week" 2 4 4
"1375" "in" "for" "a" 2 2 5
"1376" "in" "my" "opinion" 2 6 4
"1377" "in" "need" "of" 2 5 6
"1378" "in" "the" "background" 2 5 3
"1379" "in" "the" "dark" 2 4 4
"1380" "in" "the" "even" 2 6 3
"1381" "in" "the" "front" 2 2 3
"1382" "in" "the" "room" 2 5 2
"1383" "in" "touch" "with" 2 3 2
"1384" "interest" "in" "a" 2 3 3
"1385" "is" "a" "huge" 2 3 4
"1386" "is" "a" "veri" 2 7 4
"1387" "is" "all" "about" 2 7 5
"1388" "is" "just" "a" 2 7 5
"1389" "is" "look" "for" 2 2 2
"1390" "is" "made" "of" 2 3 2
"1391" "is" "not" "the" 2 10 8
"1392" "is" "so" "much" 2 8 3
"1393" "is" "that" "they" 2 6 2
"1394" "is" "the" "same" 2 5 5
"1395" "isnt" "go" "to" 2 3 3
"1396" "it" "all" "about" 2 5 5
"1397" "it" "alway" "a" 2 2 4
"1398" "it" "and" "i" 2 6 5
"1399" "it" "did" "not" 2 2 2
"1400" "it" "doesnt" "matter" 2 2 5
"1401" "it" "had" "to" 2 2 2
"1402" "it" "has" "to" 2 4 3
"1403" "it" "into" "a" 2 3 2
"1404" "it" "is" "all" 2 2 2
"1405" "it" "is" "hard" 2 3 2
"1406" "it" "is" "just" 2 9 2
"1407" "it" "is" "more" 2 3 3
"1408" "it" "just" "not" 2 5 2
"1409" "it" "make" "you" 2 2 2
