"gram1" "gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"615" "go" "to" "win" "this" 2 0 0
"616" "it" "was" "the" "onli" 2 0 0
"617" "it" "was" "the" "th" 2 0 0
"618" "a" "lot" "of" "the" 5 8 0
"619" "as" "well" "as" "the" 5 11 0
"620" "arrest" "on" "suspicion" "of" 2 0 0
"621" "graduat" "within" "six" "year" 2 0 0
"622" "in" "a" "seri" "of" 5 2 0
"623" "in" "an" "effort" "to" 5 2 0
"624" "as" "a" "mean" "to" 2 0 0
"625" "had" "no" "choic" "but" 2 0 0
"626" "not" "go" "to" "be" 5 4 0
"627" "of" "the" "unit" "state" 5 5 0
"628" "one" "way" "or" "anoth" 5 2 0
"629" "over" "the" "last" "year" 5 2 0
"630" "that" "we" "have" "to" 5 2 0
"631" "known" "for" "his" "work" 2 0 0
"632" "the" "center" "of" "the" 5 4 0
"633" "the" "floor" "of" "the" 5 2 0
"634" "has" "been" "charg" "with" 2 0 0
"635" "to" "make" "sure" "that" 5 4 0
"636" "as" "part" "of" "an" 2 0 0
"637" "has" "been" "work" "to" 2 0 0
"638" "you" "look" "at" "the" 5 2 0
"639" "later" "in" "the" "morn" 2 0 0
"640" "later" "in" "the" "year" 2 0 0
"641" "a" "great" "deal" "of" 4 3 0
"642" "has" "not" "yet" "been" 2 0 0
"643" "as" "one" "of" "the" 4 7 0
"644" "as" "soon" "as" "possibl" 4 4 0
"645" "at" "the" "begin" "of" 4 7 0
"646" "has" "spoken" "for" "hour" 2 0 0
"647" "by" "the" "time" "the" 4 2 0
"648" "come" "up" "with" "a" 4 6 0
"649" "has" "yet" "to" "hit" 2 0 0
"650" "fell" "in" "love" "with" 4 4 0
"651" "less" "than" "two" "month" 2 0 0
"652" "have" "an" "impact" "on" 2 0 0
"653" "have" "been" "among" "the" 2 0 0
"654" "level" "of" "difficulti" "moder" 2 0 0
"655" "in" "addit" "to" "the" 4 9 0
"656" "in" "the" "back" "of" 4 8 0
"657" "at" "missouri" "baptist" "medic" 2 0 0
"658" "at" "pm" "in" "the" 2 0 0
"659" "at" "pm" "on" "saturday" 2 0 0
"660" "have" "to" "be" "in" 2 0 0
"661" "on" "the" "edg" "of" 4 2 0
"662" "the" "fact" "that" "the" 4 10 0
"663" "the" "first" "half" "of" 4 2 0
"664" "he" "and" "his" "doctor" 2 0 0
"665" "at" "the" "conclus" "of" 2 0 0
"666" "the" "start" "of" "the" 4 6 0
"667" "the" "wall" "street" "journal" 4 3 0
"668" "there" "a" "lot" "of" 4 2 0
"669" "there" "are" "plenti" "of" 4 2 0
"670" "this" "is" "the" "first" 4 5 0
"671" "he" "hit" "the" "ball" 2 0 0
"672" "at" "the" "st" "loui" 2 0 0
"673" "he" "is" "not" "tri" 2 0 0
"674" "to" "the" "top" "of" 4 3 0
"675" "was" "go" "to" "be" 4 11 0
"676" "with" "a" "lot" "of" 4 5 0
"677" "a" "coupl" "of" "time" 3 2 0
"678" "aviat" "hall" "of" "fame" 2 0 0
"679" "a" "coupl" "of" "year" 3 3 0
"680" "a" "few" "week" "ago" 3 8 0
"681" "san" "luca" "and" "mexico" 2 0 0
"682" "a" "trip" "to" "the" 3 3 0
"683" "a" "way" "to" "make" 3 2 0
"684" "a" "wide" "rang" "of" 3 3 0
"685" "all" "of" "a" "sudden" 3 2 0
"686" "be" "abl" "to" "move" 2 0 0
"687" "and" "one" "of" "the" 3 2 0
"688" "he" "said" "there" "are" 2 0 0
"689" "anyth" "to" "do" "with" 3 2 0
"690" "as" "a" "result" "of" 3 6 0
"691" "may" "game" "against" "the" 2 0 0
"692" "at" "one" "point" "the" 3 2 0
"693" "he" "was" "a" "good" 2 0 0
"694" "at" "the" "start" "of" 3 3 0
"695" "be" "abl" "to" "make" 3 2 0
"696" "he" "was" "hit" "by" 2 0 0
"697" "both" "side" "of" "the" 3 4 0
"698" "be" "sit" "down" "for" 2 0 0
"699" "come" "out" "of" "the" 3 4 0
"700" "men" "and" "women" "in" 2 0 0
"701" "despit" "the" "fact" "that" 3 6 0
"702" "he" "would" "like" "to" 2 0 0
"703" "for" "more" "than" "year" 3 2 0
"704" "he" "wrote" "in" "a" 2 0 0
"705" "health" "and" "human" "servic" 2 0 0
"706" "for" "year" "to" "come" 3 2 0
"707" "from" "around" "the" "world" 3 4 0
"708" "million" "of" "dollar" "to" 2 0 0
"709" "been" "in" "the" "leagu" 2 0 0
"710" "go" "back" "to" "the" 3 3 0
"711" "has" "been" "abl" "to" 3 3 0
"712" "has" "to" "do" "with" 3 2 0
"713" "have" "been" "abl" "to" 3 6 0
"714" "have" "to" "do" "with" 3 2 0
"715" "best" "known" "for" "her" 2 0 0
"716" "between" "second" "and" "third" 2 0 0
"717" "bigger" "share" "of" "the" 2 0 0
"718" "i" "dont" "think" "we" 3 3 0
"719" "his" "state" "polit" "account" 2 0 0
"720" "month" "of" "the" "year" 2 0 0
"721" "hit" "a" "twoout" "singl" 2 0 0
"722" "busi" "as" "usual" "in" 2 0 0
"723" "import" "part" "of" "the" 3 3 0
"724" "in" "a" "coupl" "of" 3 7 0
"725" "in" "a" "way" "that" 3 6 0
"726" "more" "than" "million" "of" 2 0 0
"727" "hous" "press" "secretari" "jay" 2 0 0
"728" "in" "other" "part" "of" 3 2 0
"729" "in" "the" "earli" "s" 3 2 0
"730" "huckleberri" "finn" "mark" "twain" 2 0 0
"731" "in" "the" "hand" "of" 3 3 0
"732" "i" "can" "be" "and" 2 0 0
"733" "in" "the" "right" "direct" 3 2 0
"734" "in" "the" "us" "and" 3 3 0
"735" "in" "the" "way" "of" 3 6 0
"736" "is" "a" "bit" "of" 3 3 0
"737" "it" "feel" "good" "to" 3 2 0
"738" "it" "would" "be" "a" 3 6 0
"739" "by" "the" "financi" "crisi" 2 0 0
"740" "just" "in" "time" "for" 3 2 0
"741" "make" "sure" "that" "the" 3 2 0
"742" "not" "be" "abl" "to" 3 3 0
"743" "of" "the" "most" "import" 3 2 0
"744" "on" "the" "same" "day" 3 2 0
"745" "on" "the" "verg" "of" 3 2 0
"746" "by" "the" "time" "he" 2 0 0
"747" "one" "of" "the" "big" 3 3 0
"748" "one" "of" "the" "first" 3 2 0
"749" "out" "of" "the" "hous" 3 4 0
"750" "secur" "and" "exchang" "commiss" 3 2 0
"751" "take" "a" "look" "at" 3 3 0
"752" "stay" "at" "the" "hotel" 2 0 0
"753" "that" "there" "was" "no" 3 2 0
"754" "that" "this" "is" "a" 3 2 0
"755" "nhl" "commission" "gari" "bettman" 2 0 0
"756" "the" "heart" "of" "the" 3 3 0
"757" "the" "histori" "of" "the" 3 2 0
"758" "the" "loss" "of" "the" 3 2 0
"759" "no" "one" "would" "have" 2 0 0
"760" "no" "point" "in" "his" 2 0 0
"761" "i" "was" "at" "a" 2 0 0
"762" "the" "point" "of" "the" 3 2 0
"763" "the" "secur" "and" "exchang" 3 2 0
"764" "the" "size" "of" "the" 3 2 0
"765" "i" "was" "not" "a" 2 0 0
"766" "the" "week" "befor" "the" 3 2 0
"767" "i" "would" "hate" "to" 2 0 0
"768" "if" "the" "district" "win" 2 0 0
"769" "this" "would" "be" "a" 3 6 0
"770" "chief" "execut" "offic" "of" 2 0 0
"771" "child" "and" "depend" "care" 2 0 0
"772" "to" "make" "sure" "the" 3 2 0
"773" "to" "return" "to" "the" 3 3 0
"774" "il" "am" "to" "pm" 2 0 0
"775" "to" "the" "locker" "room" 2 0 0
"776" "what" "was" "go" "on" 3 5 0
"777" "while" "at" "the" "same" 3 3 0
"778" "with" "salt" "and" "pepper" 3 2 0
"779" "would" "be" "a" "good" 3 4 0
"780" "in" "a" "letter" "to" 2 0 0
"781" "of" "from" "the" "field" 2 0 0
"782" "a" "cup" "of" "coffe" 2 3 0
"783" "a" "few" "hour" "later" 2 2 0
"784" "a" "few" "of" "the" 2 3 0
"785" "complet" "elimin" "gluten" "from" 2 0 0
"786" "a" "great" "place" "to" 2 3 0
"787" "a" "kick" "out" "of" 2 2 0
"788" "a" "long" "time" "to" 2 2 0
"789" "a" "lot" "more" "than" 2 2 0
"790" "coron" "engin" "record" "sheriff" 2 0 0
"791" "in" "a" "statement" "he" 2 0 0
"792" "a" "role" "in" "the" 2 2 0
"793" "in" "a" "string" "of" 2 0 0
"794" "all" "of" "the" "other" 2 4 0
"795" "all" "over" "the" "world" 2 4 0
"796" "and" "i" "dont" "think" 2 3 0
"797" "in" "afghanistan" "and" "this" 2 0 0
"798" "and" "i" "love" "the" 2 3 0
"799" "and" "out" "of" "the" 2 5 0
"800" "and" "the" "fact" "that" 2 3 0
"801" "and" "turn" "it" "into" 2 3 0
"802" "in" "atlanta" "and" "the" 2 0 0
"803" "as" "a" "matter" "of" 2 2 0
"804" "as" "a" "way" "to" 2 2 0
"805" "as" "he" "tri" "to" 2 2 0
"806" "as" "it" "turn" "out" 2 5 0
"807" "as" "much" "as" "possibl" 2 2 0
"808" "as" "much" "as" "the" 2 4 0
"809" "cy" "young" "award" "winner" 2 0 0
"810" "as" "soon" "as" "the" 2 2 0
"811" "as" "soon" "as" "they" 2 4 0
"812" "at" "least" "one" "of" 2 5 0
"813" "at" "some" "point" "in" 2 3 0
"814" "at" "the" "age" "of" 2 2 0
"815" "at" "this" "point" "in" 2 3 0
"816" "be" "a" "bit" "of" 2 2 0
"817" "be" "abl" "to" "get" 2 2 0
"818" "been" "a" "part" "of" 2 2 0
"819" "in" "lieu" "of" "million" 2 0 0
"820" "but" "i" "think" "we" 2 3 0
"821" "but" "it" "will" "be" 2 3 0
"822" "came" "out" "of" "the" 2 2 0
"823" "come" "out" "of" "this" 2 2 0
"824" "in" "overweight" "and" "obes" 2 0 0
"825" "did" "not" "return" "a" 2 0 0
"826" "did" "not" "want" "to" 2 2 0
"827" "did" "the" "right" "thing" 2 0 0
"828" "did" "two" "year" "ago" 2 0 0
"829" "end" "up" "in" "the" 2 2 0
"830" "feel" "good" "to" "be" 2 2 0
"831" "didnt" "want" "to" "play" 2 0 0
"832" "in" "the" "area" "of" 2 0 0
"833" "for" "me" "it" "was" 2 2 0
"834" "for" "the" "benefit" "of" 2 2 0
"835" "for" "those" "who" "are" 2 4 0
"836" "from" "one" "of" "the" 2 4 0
"837" "get" "back" "to" "the" 2 2 0
"838" "get" "in" "the" "way" 2 3 0
"839" "go" "on" "in" "the" 2 3 0
"840" "done" "a" "great" "job" 2 0 0
"841" "in" "the" "cours" "of" 2 0 0
"842" "the" "district" "win" "the" 2 0 0
"843" "had" "a" "lot" "of" 2 4 0
"844" "has" "been" "on" "the" 2 2 0
"845" "on" "senat" "bill" "the" 2 0 0
"846" "have" "to" "be" "care" 2 2 0
"847" "he" "seem" "to" "be" 2 3 0
"848" "dream" "of" "be" "a" 2 0 0
"849" "dure" "the" "academ" "year" 2 0 0
"850" "dure" "the" "press" "confer" 2 0 0
"851" "i" "knew" "it" "was" 2 2 0
"852" "i" "think" "it" "a" 2 2 0
"853" "earn" "an" "averag" "of" 2 0 0
"854" "i" "want" "to" "have" 2 2 0
"855" "i" "was" "a" "littl" 2 13 0
"856" "i" "was" "get" "a" 2 3 0
"857" "on" "the" "street" "of" 2 0 0
"858" "on" "the" "tabl" "and" 2 0 0
"859" "in" "the" "master" "and" 2 0 0
"860" "in" "a" "matter" "of" 2 2 0
"861" "in" "accord" "to" "the" 2 2 0
"862" "in" "love" "with" "the" 2 2 0
"863" "in" "the" "case" "of" 2 5 0
"864" "in" "the" "comment" "section" 2 3 0
"865" "in" "the" "hous" "and" 2 3 0
"866" "in" "the" "past" "but" 2 0 0
"867" "in" "the" "late" "s" 2 6 0
"868" "in" "the" "middl" "east" 2 2 0
"869" "in" "the" "summer" "of" 2 2 0
"870" "expir" "at" "the" "end" 2 0 0
"871" "is" "known" "as" "the" 2 2 0
"872" "is" "not" "go" "to" 2 3 0
"873" "in" "the" "second" "when" 2 0 0
"874" "is" "the" "first" "of" 2 2 0
"875" "it" "been" "a" "long" 2 3 0
"876" "it" "is" "easi" "to" 2 3 0
"877" "in" "the" "state" "use" 2 0 0
"878" "feet" "long" "and" "feet" 2 0 0
"879" "it" "was" "a" "veri" 2 3 0
"880" "it" "was" "becaus" "of" 2 2 0
"881" "it" "was" "just" "a" 2 3 0
"882" "less" "than" "a" "week" 2 3 0
"883" "financi" "troubl" "citi" "and" 2 0 0
"884" "fire" "victim" "through" "the" 2 0 0
"885" "first" "homer" "of" "the" 2 0 0
"886" "my" "husband" "and" "i" 2 7 0
"887" "of" "the" "hous" "and" 2 3 0
"888" "of" "the" "world" "most" 2 2 0
"889" "on" "the" "first" "day" 2 2 0
"890" "on" "the" "road" "to" 2 3 0
"891" "on" "top" "of" "the" 2 8 0
"892" "onc" "upon" "a" "time" 2 2 0
"893" "one" "of" "the" "mani" 2 2 0
"894" "one" "of" "the" "two" 2 2 0
"895" "one" "of" "them" "is" 2 3 0
"896" "other" "side" "of" "the" 2 6 0
"897" "over" "medium" "heat" "add" 2 2 0
"898" "over" "the" "cours" "of" 2 5 0
"899" "for" "all" "the" "student" 2 0 0
"900" "part" "of" "the" "countri" 2 2 0
"901" "part" "of" "the" "world" 2 4 0
"902" "rest" "of" "the" "world" 2 3 0
"903" "say" "it" "was" "a" 2 2 0
"904" "song" "on" "the" "album" 2 2 0
"905" "over" "the" "next" "six" 2 0 0
"906" "that" "it" "was" "a" 2 3 0
"907" "that" "it" "would" "be" 2 5 0
"908" "that" "they" "are" "not" 2 3 0
"909" "the" "begin" "of" "a" 2 2 0
"910" "the" "benefit" "of" "the" 2 2 0
"911" "the" "bulk" "of" "the" 2 2 0
"912" "the" "day" "of" "the" 2 7 0
"913" "the" "edg" "of" "the" 2 8 0
"914" "parti" "against" "presid" "barack" 2 0 0
"915" "the" "first" "in" "a" 2 2 0
"916" "the" "kind" "of" "thing" 2 3 0
"917" "the" "late" "th" "centuri" 2 2 0
"918" "the" "new" "york" "time" 2 6 0
"919" "the" "next" "few" "day" 2 4 0
"920" "the" "onli" "way" "you" 2 2 0
"921" "the" "other" "side" "of" 2 7 0
"922" "the" "peopl" "of" "the" 2 4 0
"923" "the" "problem" "is" "that" 2 2 0
"924" "for" "the" "state" "to" 2 0 0
"925" "is" "not" "relat" "to" 2 0 0
"926" "the" "san" "diego" "zoo" 2 2 0
"927" "the" "spirit" "of" "the" 2 2 0
"928" "then" "there" "are" "the" 2 4 0
"929" "there" "have" "been" "a" 2 2 0
"930" "there" "will" "be" "no" 2 5 0
"931" "there" "would" "be" "no" 2 6 0
"932" "they" "dont" "have" "to" 2 2 0
"933" "this" "is" "a" "great" 2 5 0
"934" "former" "hous" "speaker" "newt" 2 0 0
"935" "this" "is" "not" "a" 2 5 0
"936" "former" "white" "hous" "candid" 2 0 0
"937" "to" "a" "point" "where" 2 2 0
"938" "is" "where" "it" "will" 2 0 0
"939" "fresh" "from" "his" "recent" 2 0 0
"940" "from" "am" "pm" "on" 2 0 0
"941" "from" "am" "to" "about" 2 0 0
"942" "from" "florenc" "petr" "kick" 2 0 0
"943" "from" "his" "home" "in" 2 0 0
"944" "to" "go" "out" "and" 2 2 0
"945" "to" "look" "at" "the" 2 2 0
"946" "to" "make" "this" "a" 2 3 0
"947" "to" "see" "if" "the" 2 3 0
"948" "to" "see" "if" "they" 2 3 0
"949" "to" "the" "fact" "that" 2 2 0
"950" "from" "the" "sun" "that" 2 0 0
"951" "want" "to" "be" "abl" 2 4 0
"952" "want" "to" "have" "a" 2 3 0
"953" "want" "to" "know" "what" 2 3 0
"954" "was" "one" "of" "those" 2 5 0
"955" "g" "protein" "g" "carbohydr" 2 0 0
"956" "what" "it" "was" "like" 2 4 0
"957" "what" "we" "were" "do" 2 3 0
"958" "with" "a" "coupl" "of" 2 2 0
"959" "with" "the" "help" "of" 2 6 0
"960" "with" "the" "rest" "of" 2 3 0
"961" "would" "be" "abl" "to" 2 3 0
"962" "it" "one" "thing" "to" 2 0 0
"963" "it" "or" "lose" "it" 2 0 0
"964" "it" "own" "in" "the" 2 0 0
"965" "your" "go" "to" "get" 2 2 0
"966" "not" "be" "reach" "for" 3 0 0
"967" "occupi" "wall" "street" "protest" 3 0 0
"968" "of" "interest" "in" "the" 3 0 0
"969" "of" "new" "jersey" "and" 3 0 0
"970" "said" "in" "a" "statement" 17 0 0
"971" "of" "presid" "barack" "obama" 3 0 0
"972" "of" "the" "game" "in" 3 0 0
"973" "of" "the" "los" "angel" 3 0 0
"974" "in" "the" "block" "of" 12 0 0
"975" "of" "the" "new" "york" 3 0 0
"976" "of" "the" "season" "but" 3 0 0
"977" "offici" "spoke" "on" "condit" 3 0 0
"978" "on" "the" "back" "nine" 3 0 0
"979" "are" "tri" "to" "determin" 2 0 0
"980" "on" "the" "type" "of" 3 0 0
"981" "armi" "corp" "of" "engin" 2 0 0
"982" "around" "the" "great" "lake" 2 0 0
"983" "at" "the" "univers" "of" 8 0 0
"984" "arrest" "in" "januari" "on" 2 0 0
"985" "in" "the" "third" "quarter" 8 0 0
"986" "one" "of" "the" "top" 3 0 0
"987" "the" "state" "depart" "of" 8 0 0
"988" "h" "jpmorgan" "us" "trea" 2 0 0
"989" "the" "unit" "state" "and" 8 0 0
"990" "over" "the" "last" "four" 3 0 0
"991" "at" "the" "expens" "of" 7 0 0
"992" "do" "the" "right" "thing" 7 0 0
"993" "person" "of" "interest" "in" 3 0 0
"994" "pinal" "counti" "sheriff" "paul" 3 0 0
"995" "pronounc" "dead" "at" "the" 3 0 0
"996" "rais" "money" "for" "the" 3 0 0
"997" "in" "the" "first" "round" 7 0 0
"998" "reduc" "the" "number" "of" 3 0 0
"999" "on" "condit" "of" "anonym" 7 0 0
"1000" "right" "now" "he" "said" 3 0 0
"1001" "the" "first" "time" "sinc" 7 0 0
"1002" "the" "past" "five" "year" 7 0 0
"1003" "said" "it" "expect" "to" 3 0 0
"1004" "said" "last" "month" "that" 3 0 0
"1005" "said" "the" "citi" "will" 3 0 0
"1006" "said" "there" "are" "no" 3 0 0
"1007" "said" "we" "have" "to" 3 0 0
"1008" "second" "goal" "of" "the" 3 0 0
"1009" "as" "well" "as" "it" 2 0 0
"1010" "he" "was" "go" "to" 6 0 0
"1011" "start" "of" "the" "season" 3 0 0
"1012" "said" "he" "did" "not" 6 0 0
"1013" "assembl" "speaker" "sheila" "oliv" 2 0 0
"1014" "taken" "to" "the" "hospit" 3 0 0
"1015" "that" "anyon" "with" "inform" 3 0 0
"1016" "that" "are" "go" "to" 3 0 0
"1017" "let" "me" "know" "and" 2 0 0
"1018" "that" "part" "of" "the" 3 0 0
"1019" "at" "least" "million" "in" 2 0 0
"1020" "condit" "of" "anonym" "becaus" 5 0 0
"1021" "contribut" "to" "this" "report" 5 0 0
"1022" "do" "a" "better" "job" 5 0 0
"1023" "execut" "director" "of" "the" 5 0 0
"1024" "for" "a" "way" "to" 5 0 0
"1025" "the" "back" "of" "a" 3 0 0
"1026" "have" "to" "cut" "back" 2 0 0
"1027" "the" "case" "with" "the" 3 0 0
"1028" "the" "citi" "of" "cleveland" 3 0 0
"1029" "the" "columbia" "river" "gorg" 3 0 0
"1030" "in" "the" "first" "inning" 5 0 0
"1031" "in" "the" "fourth" "quarter" 5 0 0
"1032" "the" "director" "of" "the" 3 0 0
"1033" "it" "go" "to" "take" 5 0 0
"1034" "more" "than" "a" "decad" 5 0 0
"1035" "more" "than" "half" "of" 5 0 0
"1036" "the" "feder" "govern" "is" 3 0 0
"1037" "of" "the" "season" "and" 5 0 0
"1038" "the" "goal" "is" "to" 3 0 0
"1039" "he" "is" "one" "of" 2 0 0
"1040" "auditor" "clerk" "of" "court" 2 0 0
"1041" "spoke" "on" "condit" "of" 5 0 0
"1042" "the" "last" "three" "year" 3 0 0
"1043" "make" "the" "best" "decis" 2 0 0
"1044" "the" "life" "of" "a" 3 0 0
"1045" "the" "lion" "share" "of" 3 0 0
"1046" "he" "said" "earlier" "this" 2 0 0
"1047" "the" "former" "massachusett" "governor" 5 0 0
"1048" "the" "mother" "of" "a" 3 0 0
"1049" "be" "abl" "to" "appli" 2 0 0
"1050" "he" "said" "i" "have" 2 0 0
"1051" "to" "the" "unit" "state" 5 0 0
"1052" "were" "go" "to" "have" 5 0 0
"1053" "the" "outpour" "of" "support" 3 0 0
"1054" "the" "past" "two" "year" 3 0 0
"1055" "a" "better" "job" "of" 4 0 0
"1056" "the" "same" "amount" "of" 3 0 0
"1057" "may" "to" "conspiraci" "to" 2 0 0
"1058" "the" "second" "time" "in" 3 0 0
"1059" "be" "just" "a" "littl" 2 0 0
"1060" "me" "up" "and" "i" 2 0 0
"1061" "the" "st" "loui" "counti" 3 0 0
"1062" "accord" "to" "a" "report" 4 0 0
"1063" "an" "increas" "in" "the" 4 0 0
"1064" "appear" "to" "be" "a" 4 0 0
"1065" "be" "the" "one" "to" 2 0 0
"1066" "as" "part" "of" "it" 4 0 0
"1067" "they" "have" "to" "be" 3 0 0
"1068" "at" "a" "news" "confer" 4 0 0
"1069" "time" "in" "the" "past" 3 0 0
"1070" "to" "be" "honest" "with" 3 0 0
"1071" "million" "of" "dollar" "in" 2 0 0
"1072" "to" "come" "out" "of" 3 0 0
"1073" "to" "cover" "the" "cost" 3 0 0
"1074" "do" "everyth" "i" "can" 4 0 0
"1075" "to" "do" "the" "right" 3 0 0
"1076" "everyth" "i" "can" "to" 4 0 0
"1077" "began" "in" "afghanistan" "and" 2 0 0
"1078" "him" "a" "littl" "bit" 2 0 0
"1079" "for" "yard" "and" "two" 4 0 0
"1080" "have" "to" "look" "at" 4 0 0
"1081" "he" "said" "in" "a" 4 0 0
"1082" "he" "was" "abl" "to" 4 0 0
"1083" "to" "percent" "of" "the" 3 0 0
"1084" "to" "rais" "money" "for" 3 0 0
"1085" "both" "side" "of" "my" 2 0 0
"1086" "to" "serv" "as" "a" 3 0 0
"1087" "if" "they" "want" "to" 4 0 0
"1088" "il" "pm" "to" "pm" 4 0 0
"1089" "to" "the" "idea" "of" 3 0 0
"1090" "in" "an" "interview" "with" 4 0 0
"1091" "vice" "presid" "of" "the" 3 0 0
"1092" "want" "to" "make" "sure" 3 0 0
"1093" "in" "the" "first" "quarter" 4 0 0
"1094" "in" "the" "histori" "of" 4 0 0
"1095" "we" "can" "do" "this" 3 0 0
"1096" "in" "the" "second" "half" 4 0 0
"1097" "look" "for" "a" "way" 4 0 0
"1098" "make" "it" "easier" "for" 4 0 0
"1099" "were" "look" "for" "a" 3 0 0
"1100" "more" "than" "percent" "of" 4 0 0
"1101" "by" "the" "associ" "press" 2 0 0
"1102" "by" "the" "counti" "execut" 2 0 0
"1103" "i" "didnt" "know" "what" 2 0 0
"1104" "one" "of" "the" "largest" 4 0 0
"1105" "presid" "barack" "obama" "and" 4 0 0
"1106" "said" "a" "lot" "of" 4 0 0
"1107" "said" "he" "want" "to" 4 0 0
"1108" "said" "this" "is" "a" 4 0 0
"1109" "i" "fell" "in" "love" 2 0 0
"1110" "sponsor" "reserv" "the" "right" 4 0 0
"1111" "squar" "feet" "on" "for" 4 0 0
"1112" "the" "board" "of" "educ" 4 0 0
"1113" "you" "have" "to" "look" 3 0 0
"1114" "you" "start" "to" "see" 3 0 0
"1115" "the" "first" "quarter" "and" 4 0 0
"1116" "a" "better" "new" "jersey" 2 0 0
"1117" "came" "up" "with" "the" 2 0 0
"1118" "the" "game" "in" "the" 4 0 0
"1119" "the" "origin" "of" "the" 4 0 0
"1120" "a" "bunch" "of" "guy" 2 0 0
"1121" "a" "case" "alleg" "open" 2 0 0
"1122" "a" "circuit" "court" "judg" 2 0 0
"1123" "a" "collabor" "is" "a" 2 0 0
"1124" "a" "court" "of" "law" 2 0 0
"1125" "to" "build" "a" "new" 4 0 0
"1126" "a" "decad" "of" "war" 2 0 0
"1127" "a" "differ" "kind" "of" 2 0 0
"1128" "a" "doubl" "over" "the" 2 0 0
"1129" "to" "speak" "to" "the" 4 0 0
"1130" "to" "talk" "about" "the" 4 0 0
"1131" "a" "few" "hundr" "yard" 2 0 0
"1132" "turn" "the" "ball" "over" 4 0 0
"1133" "up" "to" "percent" "of" 4 0 0
"1134" "a" "fifth" "of" "the" 2 0 0
"1135" "was" "pronounc" "dead" "at" 4 0 0
"1136" "when" "you" "look" "at" 4 0 0
"1137" "who" "grew" "up" "in" 4 0 0
"1138" "who" "has" "been" "a" 4 0 0
"1139" "a" "great" "place" "for" 2 0 0
"1140" "with" "more" "than" "million" 4 0 0
"1141" "with" "the" "privat" "sector" 4 0 0
"1142" "a" "hand" "of" "other" 2 0 0
"1143" "a" "hard" "cap" "and" 2 0 0
"1144" "a" "heck" "of" "a" 2 0 0
"1145" "a" "few" "day" "after" 3 0 0
"1146" "a" "home" "run" "to" 2 0 0
"1147" "a" "game" "like" "that" 3 0 0
"1148" "a" "great" "job" "of" 3 0 0
"1149" "a" "lead" "in" "the" 3 0 0
"1150" "a" "letter" "to" "the" 3 0 0
"1151" "a" "littl" "bit" "differ" 3 0 0
"1152" "a" "meet" "with" "the" 3 0 0
"1153" "a" "news" "releas" "the" 3 0 0
"1154" "a" "look" "at" "the" 2 0 0
"1155" "a" "percent" "increas" "in" 3 0 0
"1156" "a" "record" "number" "of" 3 0 0
"1157" "a" "run" "in" "the" 3 0 0
"1158" "a" "time" "when" "the" 3 0 0
"1159" "a" "lot" "of" "question" 2 0 0
"1160" "a" "lot" "of" "space" 2 0 0
"1161" "a" "way" "to" "win" 3 0 0
"1162" "a" "lot" "of" "what" 2 0 0
"1163" "a" "win" "over" "the" 3 0 0
"1164" "about" "percent" "of" "the" 3 0 0
"1165" "accord" "to" "the" "report" 3 0 0
"1166" "adventur" "of" "huckleberri" "finn" 3 0 0
"1167" "a" "may" "game" "against" 2 0 0
"1168" "a" "mile" "from" "the" 2 0 0
"1169" "a" "minut" "to" "go" 2 0 0
"1170" "a" "move" "that" "will" 2 0 0
"1171" "and" "this" "is" "a" 3 0 0
"1172" "anyon" "with" "inform" "about" 3 0 0
"1173" "a" "number" "of" "point" 2 0 0
"1174" "of" "the" "game" "is" 2 0 0
"1175" "a" "percent" "discount" "on" 2 0 0
"1176" "a" "person" "of" "interest" 2 0 0
"1177" "as" "part" "of" "a" 3 0 0
"1178" "as" "possibl" "in" "the" 3 0 0
"1179" "as" "quick" "as" "possibl" 3 0 0
"1180" "ask" "that" "anyon" "with" 3 0 0
"1181" "a" "reflect" "of" "the" 2 0 0
"1182" "at" "pm" "tuesday" "and" 3 0 0
"1183" "a" "report" "of" "a" 2 0 0
"1184" "a" "result" "of" "the" 2 0 0
"1185" "at" "the" "time" "the" 3 0 0
"1186" "averag" "fee" "for" "the" 3 0 0
"1187" "averag" "point" "rebound" "and" 3 0 0
"1188" "back" "in" "the" "day" 3 0 0
"1189" "a" "share" "of" "the" 2 0 0
"1190" "be" "back" "in" "the" 3 0 0
"1191" "a" "singl" "count" "of" 2 0 0
"1192" "be" "reach" "for" "comment" 3 0 0
"1193" "been" "work" "on" "it" 3 0 0
"1194" "begin" "of" "the" "season" 3 0 0
"1195" "a" "smaller" "version" "of" 2 0 0
"1196" "but" "he" "said" "he" 3 0 0
"1197" "a" "spokeswoman" "for" "the" 2 0 0
"1198" "by" "the" "depart" "of" 3 0 0
"1199" "christi" "spokesman" "michael" "drewniak" 3 0 0
"1200" "collabor" "is" "a" "collabor" 3 0 0
"1201" "a" "time" "when" "we" 2 0 0
"1202" "come" "up" "with" "the" 3 0 0
"1203" "could" "not" "be" "reach" 3 0 0
"1204" "cover" "the" "cost" "of" 3 0 0
"1205" "on" "friday" "and" "saturday" 2 0 0
"1206" "a" "window" "was" "open" 2 0 0
"1207" "dead" "at" "the" "scene" 3 0 0
"1208" "declin" "to" "comment" "about" 3 0 0
"1209" "depart" "of" "public" "safeti" 3 0 0
"1210" "a" "yearold" "boy" "in" 2 0 0
